1.25	0.0412		0.0026		0.002		0.003280244	304.8553804
1.75	0.0314		0.0016		0.0018		0.002408319	415.2273993
2.25	0.0194		0.001		0.0011		0.001486607	672.672794
2.75	0.0118		0.0006		0.0006		0.000848528	1178.511302
3.5	0.00508		0.00023		0.00026		0.000347131	2880.75601
5	0.00079		6.00E-05	5.00E-05	7.81025E-05	12803.68799
