1.25	0.0221		0.0009		0.0018		0.002012461	496.903995
1.75	0.0149		0.0006		0.0012		0.001341641	745.3559925
2.25	0.00865		0.00034		0.00069		0.00076922	1300.01755
2.75	0.00486		0.0002		0.00039		0.000438292	2281.583238
3.5	0.00201		8.00E-05	0.00016		0.000178885	5590.169944
5	0.000302	1.90E-05	2.40E-05	3.06105E-05	32668.57602
