1.25	0.0235		0.0011		0.0018		0.002109502	474.0454631
1.75	0.0169		0.0006		0.0007		0.000921954	1084.652289
2.25	0.01004		0.00039		0.00049		0.000626259	1596.784122
2.75	0.00502		0.00023		0.00022		0.000318277	3141.921118
3.5	0.0018		8.00E-05	0.0001		0.000128062	7808.688094
5	0.000338	2.10E-05	1.70E-05	2.70185E-05	37011.66051
