1.25	0.0068		0.0005		0.0005		0.000707107	1414.213562
1.75	0.00412		0.00026		0.00041		0.000485489	2059.777021
2.25	0.00202		0.00015		0.00016		0.000219317	4559.607526
2.75	0.00091		8.00E-05	6.00E-05	0.0001		10000
3.5	0.000350	3.00E-05	2.60E-05	3.96989E-05	25189.63609
5	5.00E-05	8.00E-06	4.00E-06	8.94427E-06	111803.3989
